curve,threshold,fpr,tpr,recall,precision
ROC,0.6890099590596079,0.027946615211448787,0.25834435334567574,,
ROC,0.6876187150148652,0.02833252934555395,0.2590320021158424,,
ROC,0.6863516072829455,0.0284933269014311,0.2600899233007141,,
ROC,0.6851096384290191,0.02868628396848368,0.26109494842634223,,
ROC,0.6839220528922432,0.02900787908023798,0.26188838931499603,,
ROC,0.6827520763385109,0.029281234925229136,0.2627611742925152,,
ROC,0.6813176163569263,0.029554590770220292,0.26363395927003436,,
ROC,0.6798084699183058,0.029811866859623733,0.26453319227717537,,
ROC,0.6785956444983389,0.030069142949027176,0.2654324252843163,,
ROC,0.677501477701222,0.03034249879401833,0.2663052102618355,,
ROC,0.676100868110103,0.030583695127834057,0.2672308912985982,,
ROC,0.6746853242059897,0.030824891461649784,0.268156572335361,,
ROC,0.6732101754440064,0.031162566328991798,0.26892356519439303,,
ROC,0.6720526402775534,0.03138768290721981,0.26987569426077757,,
ROC,0.6709578968601569,0.03174143753014954,0.2706162390901878,,
ROC,0.6695746819777146,0.03209519215307927,0.27138323194921976,,
ROC,0.6681177133067187,0.03235246824248272,0.27228246495636077,,
ROC,0.6669856456256116,0.03262582408747387,0.2731552499338799,,
ROC,0.6660862885476538,0.032850940665701885,0.2741073790002645,,
ROC,0.664877605439808,0.03307605724392989,0.275059508066649,,
ROC,0.663611246158452,0.03341373211127191,0.27582650092568106,,
ROC,0.6624150155343337,0.033654928445087634,0.2767521819624438,,
ROC,0.6613067761798658,0.03391220453449108,0.2776514149695848,,
ROC,0.659895415974774,0.03420164013506995,0.27849775191748216,,
ROC,0.6584091244469361,0.03445891622447339,0.2793969849246231,,
ROC,0.6572530179546614,0.034700112558289115,0.2803226659613859,,
ROC,0.6560517176989721,0.034989548158867984,0.28116900290928326,,
ROC,0.6546177297807999,0.03518250522592056,0.2821740280349114,,
ROC,0.6534086408683534,0.03543978131532401,0.2830732610420524,,
ROC,0.6522767193726555,0.03571313716031516,0.2839460460195715,,
ROC,0.6511202198414168,0.03595433349413089,0.2848717270563343,,
ROC,0.6500069351311517,0.03621160958353433,0.28577096006347524,,
ROC,0.6488070292674647,0.03651712493970092,0.28659084898175086,,
ROC,0.6474997566489518,0.03674224151792893,0.2875429780481354,,
ROC,0.6462775354002789,0.0370316771185078,0.2883893149960328,,
ROC,0.6450189573207118,0.037401511497025246,0.2891034117958212,,
ROC,0.6439134367532126,0.03764270783084097,0.290029092832584,,
ROC,0.6425034526392428,0.03806078147612156,0.290663845543507,,
ROC,0.6411720410511241,0.03836629683228815,0.2914837344617826,,
ROC,0.6403146696699602,0.03867181218845474,0.29230362338005816,,
ROC,0.6388982395485602,0.03891300852227046,0.29322930441682094,,
ROC,0.6377579262466977,0.039170284611673906,0.2941285374239619,,
ROC,0.6363158100192384,0.03954011899019135,0.29484263422375034,,
ROC,0.6351211300850773,0.039749155812831644,0.2958212113197567,,
ROC,0.6336449454443888,0.04000643190223509,0.29672044432689765,,
ROC,0.6324940022217144,0.0403441067695771,0.2974874371859296,,
ROC,0.6313755370484028,0.0406657018813314,0.2982808780745834,,
ROC,0.6300752329307413,0.04105161601543657,0.29896852684475006,,
ROC,0.6286839215100335,0.04138929088277858,0.2997355197037821,,
ROC,0.6270946787792103,0.041726965750120595,0.3005025125628141,,
ROC,0.6258777428217742,0.0420485608618749,0.30129595345146787,,
ROC,0.6244062928073186,0.04233799646245377,0.30214229039936524,,
ROC,0.6233845918067327,0.0425791927962695,0.303067971436128,,
ROC,0.6223097210460464,0.04282038913008522,0.3039936524728908,,
ROC,0.6210925604172202,0.0431098247306641,0.30483998942078816,,
ROC,0.6199016512604885,0.04341534008683068,0.3056598783390637,,
ROC,0.6186504680388184,0.04372085544299727,0.30650621528696115,,
ROC,0.6175667058870598,0.04394597202122528,0.3074583443533457,,
ROC,0.6164207965227536,0.044347965910918156,0.3081195450938905,,
ROC,0.615547500707773,0.04470172053384788,0.3088600899233007,,
ROC,0.6144057661177372,0.044926837112075894,0.30981221898968525,,
ROC,0.6134665680634931,0.045344910757356485,0.3104469717006083,,
ROC,0.6122039528911755,0.04574690464704936,0.31110817244115313,,
ROC,0.6107275881668978,0.04600418073645281,0.3120074054482941,,
ROC,0.6096655503450013,0.0462132175590931,0.31298598254430043,,
ROC,0.6082493455875433,0.0465348126708474,0.31377942343295423,,
ROC,0.6069787543879291,0.04680816851583856,0.3146522084104734,,
ROC,0.605950222135894,0.04712976362759286,0.3154456492991272,,
ROC,0.6046003844814772,0.04746743849493488,0.3162126421581592,,
ROC,0.603536382261734,0.04782119311786461,0.3169531869875694,,
ROC,0.6025243528958002,0.04812670847403119,0.317773075905845,,
ROC,0.6011246392601646,0.04849654285254864,0.3184871727056334,,
ROC,0.6001987107277631,0.048785978453127515,0.3193335096535308,,
ROC,0.5990017406803735,0.04902717478694324,0.32025919069029357,,
ROC,0.5979988428867066,0.04936484965428525,0.32102618354932555,,
ROC,0.596990066585854,0.049782923299565844,0.3216609362602486,,
ROC,0.5956698912110432,0.05004019938896929,0.32256016926738956,,
ROC,0.594652614070848,0.050426113523074446,0.3232478180375562,,
ROC,0.5933125653821121,0.05077986814600418,0.3239883628669664,,
ROC,0.5921248215608401,0.051149702524521626,0.3247024596667548,,
ROC,0.5909548415874417,0.05150345714745136,0.32544300449616503,,
ROC,0.5899772307214555,0.05184113201479337,0.326209997355197,,
ROC,0.5887662621170369,0.052259205660073964,0.32684475006612007,,
ROC,0.5878737668507221,0.052596880527415985,0.32761174292515205,,
ROC,0.5869353044801899,0.052934555394758,0.3283787357841841,,
ROC,0.5858316580294219,0.05315967197298601,0.3293308648505686,,
ROC,0.5845571380229102,0.053497346840328024,0.33009785770960065,,
ROC,0.583357560633001,0.05385110146325776,0.33083840253901087,,
ROC,0.5820515518468746,0.054156616819424346,0.3316582914572864,,
ROC,0.5810120743815059,0.054542530953529504,0.33234594022745306,,
ROC,0.580093755471022,0.054960604598810095,0.33298069293837607,,
